,track_id,track_name,artist,album_type,release_date,decade,popularity,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
250,3739sM5lHHvO4kqmI6Kpcg,King of the Road,Roger Miller,compilation,1996-01-01,1990,53,0.74,0.262,11,-15.927,1,0.068,1.86e-06,0.0872,0.747,121.534,149400,4
251,7AKmX4cPnknOgYCug7BOLP,Look At Us,Vince Gill,album,1991-01-01,1990,51,0.489,0.322,3,-11.586,1,0.0261,0.000208,0.239,0.219,75.5,240173,4
252,59XR99m4eEQQZ7d2hcTogz,Queen of Memphis - Remastered Version,Confederate Railroad,album,1992-04-28,1990,48,0.604,0.803,7,-7.033,1,0.0361,3.94e-05,0.24,0.842,151.472,199507,4
253,7ygWc80Ao1nhcV2D6Q3zPa,I'll Think Of A Reason Later,Lee Ann Womack,album,1998-01-01,1990,48,0.594,0.833,3,-5.543,1,0.0358,7.8e-05,0.311,0.663,142.035,218667,4
254,7ledv9CTjqdwnvHgRmETyZ,Flowers On the Wall,The Statler Brothers,album,1996-03-12,1990,53,0.784,0.451,8,-11.225,0,0.0723,4.09e-05,0.115,0.78,100.303,138800,4
255,5O0GOy0L0zfDTPv9eIApkg,In a Different Light,Doug Stone,album,1990,1990,48,0.462,0.485,5,-7.533,1,0.0247,2.24e-06,0.0604,0.506,168.374,205733,4
256,1Ov6koHfZL43pGCDdfIoHf,Brother Jukebox,Mark Chesnutt,album,1990-01-01,1990,48,0.632,0.615,1,-10.972,1,0.0262,0.00103,0.153,0.912,141.073,184840,4
257,5fT6z5CKovNxELfFXKKALp,Help Me Hold On,Travis Tritt,album,1990,1990,48,0.406,0.517,7,-7.182,1,0.0245,0.0,0.123,0.388,153.732,240800,4
258,6EDyFzr3g9EVF7KInqeROm,Too Cold At Home,Mark Chesnutt,album,1990-01-01,1990,48,0.632,0.41,2,-13.653,1,0.0236,1.16e-05,0.341,0.531,93.158,219360,4
259,121ILFThNZH9Egncny7upu,I Try to Think About Elvis,Patty Loveless,album,1994-08-23,1990,49,0.62,0.697,11,-7.278,1,0.0498,0.0,0.164,0.711,160.957,169933,4
260,1KueOLeUZpaNRK2InckxVT,1952 Vincent Black Lightning,Richard Thompson,album,1991-01-01,1990,55,0.488,0.209,10,-19.549,1,0.0369,5.05e-06,0.103,0.362,120.63,283493,4
261,4z5eRXrNKYAhjtuJA49REb,Baby Your Baby - Pure Country/Soundtrack Version,George Strait,album,1992-01-01,1990,48,0.793,0.544,6,-11.928,1,0.0265,0.00021,0.083,0.942,105.537,164133,4
262,6LEiisZCK5EVhYB2kM3AFs,"Old Dogs, Children And Watermelon Wine",Tom T. Hall,album,1995-09-01,1990,51,0.528,0.302,5,-15.988,1,0.0301,0.000511,0.283,0.641,109.743,251360,4
263,7FtR6v3aRSQc0FrkBdmDea,Everywhere,Tim McGraw,album,1997-06-03,1990,48,0.622,0.617,7,-8.825,1,0.0241,0.0,0.133,0.456,103.382,290627,4
264,1xK2NkwOfT8qZYWPossXGz,What About Now,Lonestar,album,1999,1990,48,0.663,0.819,4,-7.464,1,0.0335,0.0,0.0915,0.73,125.878,210000,4
265,5ZX3IrB9tPxOoBZdXILNpy,Little Good-Byes,SHeDAISY,album,1999-01-01,1990,47,0.56,0.692,1,-6.438,1,0.0302,0.0,0.0638,0.698,83.588,200693,4
266,6Wq2himUlF1WXAAl6WIH8b,Third Rate Romance,Sammy Kershaw,album,1994-07-07,1990,49,0.813,0.777,10,-7.928,1,0.0332,3.27e-06,0.0849,0.968,116.915,203333,4
267,1CxG3QsfkmcUYlxWwvOtz5,I Left Something Turned On At Home,Trace Adkins,album,1996-01-01,1990,48,0.623,0.91,3,-5.29,1,0.032,0.00267,0.317,0.929,151.466,188240,4
268,0nURBNQ5gcHRPjsmehpLtp,The Old Violin,Johnny Paycheck,album,1993-10-01,1990,47,0.613,0.191,11,-15.103,1,0.0281,0.000332,0.0832,0.183,104.884,251800,4
269,3z7aMSuKqrPQluiJro3Gqt,My Maria,Brooks & Dunn,album,1996-04-16,1990,47,0.693,0.705,3,-6.753,1,0.0254,0.000609,0.0626,0.912,125.409,210867,4
270,26vqUx8SRjHbmG9mD7inhX,The Greatest,Kenny Rogers,album,1999-05-11,1990,51,0.664,0.225,3,-14.017,1,0.0346,0.0,0.104,0.369,87.076,191067,4
271,2lKA9bNdd4kAoeHiufa0aK,You Win My Love,Shania Twain,album,1995-01-01,1990,50,0.707,0.802,6,-8.943,1,0.0352,0.0,0.0697,0.947,127.732,265600,4
272,2CI3l8Y6H78e86YLRDMtQ7,When Did You Stop Loving Me,George Strait,album,1992-01-01,1990,47,0.608,0.403,2,-10.238,1,0.0244,0.000348,0.0969,0.43,85.301,170200,4
273,1ArAjl7hyquZoN7y2szoM9,Copenhagen,Chris LeDoux,album,1995-01-01,1990,47,0.657,0.773,2,-8.418,1,0.0356,2.8e-06,0.438,0.963,105.728,163667,4
274,1hcMA8tQegZyf9OumrFtMT,There Ain't Nothin' Wrong with the Radio,Aaron Tippin,album,1992-03-10,1990,47,0.781,0.533,4,-11.379,1,0.0312,5.96e-05,0.154,0.889,130.97,165587,4
275,20iH1uibQIUqNFk3wzG7AG,Dang Me,Roger Miller,album,1996,1990,49,0.564,0.378,9,-14.468,1,0.168,0.000716,0.0723,0.687,197.325,102400,4
276,2A9ERxDfT3sdShrDUtTnaS,Nobody Wins,Radney Foster,album,1992-09-29,1990,47,0.66,0.696,7,-8.971,1,0.033,0.0,0.165,0.773,120.898,210747,4
277,338gPBomyqx33wfeF1AGOd,Girlfriend,Matthew Sweet,album,1991,1990,51,0.529,0.714,6,-6.315,1,0.031,6.26e-06,0.0772,0.814,120.598,219800,4
278,6UBvhlms1M16oUYZkEfqpy,Whatcha Gonna Do With A Cowboy,Chris LeDoux,album,1992-01-01,1990,47,0.735,0.709,2,-7.632,1,0.0988,0.0,0.0944,0.909,127.241,155000,4
279,2XhBBZ3vxsR57OwkNn5hQc,I'm Your Captain/Closer To Home - Remastered,Grand Funk Railroad,album,1999-01-01,1990,52,0.339,0.583,7,-8.582,1,0.0338,0.00108,0.165,0.379,101.449,599560,4
280,4txNtoBnQ3OgazfeTS8iGP,Sunday In the South,Shenandoah,album,1994,1990,47,0.615,0.335,7,-12.372,1,0.0251,0.0,0.122,0.441,90.956,241027,4
281,5lXX4SAV6HBaVnZ6sUQPNE,The Grand Tour,George Jones,compilation,1998-07-14,1990,49,0.458,0.275,10,-11.498,1,0.0261,0.0194,0.271,0.449,88.718,187373,4
282,6BJTagJUFeUxHpVWxTmatw,Fooled Around And Fell In Love,Elvin Bishop,compilation,1998-01-01,1990,57,0.634,0.796,10,-6.374,1,0.031,0.0309,0.155,0.565,113.475,274333,3
283,2hD8V19YG036CRwKXnpGK6,I'd Be Better Off (In A Pine Box),Doug Stone,album,1990,1990,46,0.497,0.38,10,-8.699,1,0.0266,9.02e-05,0.199,0.264,134.271,200427,4
284,6H46hnlzoCKsbv2Ase75kX,A Good Run of Bad Luck,Clint Black,album,1993-07-05,1990,47,0.634,0.727,9,-10.867,1,0.0418,0.00743,0.121,0.684,80.057,161867,4
285,1Sqe82k1NRzxZsLOOBAHTH,Church On Cumberland Road,Shenandoah,album,1996-01-01,1990,47,0.669,0.812,10,-8.14,1,0.0341,0.0,0.0941,0.961,75.132,188467,4
286,3Vfj2JGXayXgc0c9J4gJ8m,Tell Me Why,Wynonna,album,1993-05-11,1990,48,0.621,0.802,3,-6.717,1,0.0315,0.00279,0.0677,0.81,141.612,230640,4
287,04f1rOkeyOqYQQzPJZk9JS,How Can I Help You Say Goodbye,Patty Loveless,album,1993-04-20,1990,47,0.499,0.201,11,-12.145,1,0.0276,1.38e-06,0.143,0.234,72.139,298237,4
288,1UWAhFXMAebtKo904MuEhp,Shake The Sugar Tree,Pam Tillis,album,1992-09-29,1990,47,0.656,0.629,4,-7.006,1,0.0282,3.12e-05,0.0703,0.537,87.173,187733,4
289,0mD2pnYVF8DB3oqtY5KM8h,Chug-A-Lug,Roger Miller,album,1996,1990,48,0.717,0.324,11,-14.631,1,0.113,0.000258,0.139,0.888,172.189,119093,4
290,0kJeo33oWW6Nx4tkUNPshJ,Hillbilly Shoes,Montgomery Gentry,album,1999-03-09,1990,47,0.655,0.837,7,-6.072,1,0.0355,0.00223,0.111,0.708,115.938,192586,4
291,09nWHcNuohUS7HMPdIDwrr,What Mattered Most,Ty Herndon,album,1995-04-18,1990,46,0.529,0.509,0,-8.926,1,0.0253,0.0,0.171,0.27,142.311,221427,4
292,0i0EezZjtGz0gsd8zBP7vR,Let's Make Love,Faith Hill,album,1999-11-09,1990,49,0.362,0.459,0,-8.62,1,0.0274,0.0,0.111,0.158,147.063,252893,4
293,5c15axZrDZtzqYsomtEwTz,Trashy Women,Confederate Railroad,compilation,1996,1990,47,0.636,0.824,9,-5.535,1,0.0344,0.0,0.139,0.872,142.553,195707,4
294,35t1qEtVm1LBfOOzWrtDRf,Dixieland Delight,Alabama,compilation,1991-10-08,1990,47,0.444,0.55,2,-9.671,1,0.0366,0.000114,0.0611,0.542,95.755,322040,4
295,4rXt1tYHZIavECuN32fk96,Dublin Blues,Guy Clark,album,1995-03-14,1990,48,0.656,0.188,4,-12.996,1,0.0335,6e-06,0.12,0.192,85.271,259120,4
296,2XWmbwp9FBAaFcSE9BLQzc,Help Me Make It Through The Night,Sammi Smith,compilation,1996-01-01,1990,52,0.559,0.35,8,-12.01,1,0.0245,0.000443,0.102,0.413,78.035,155533,4
297,3aFMz2anc9vurZw6bPunI6,16 Days,Whiskeytown,album,1997-01-01,1990,48,0.574,0.72,0,-6.565,1,0.0508,9.88e-06,0.0998,0.406,127.553,234667,4
298,0D5L0ZxGyhEFTqhfiXwYxw,It's A Little Too Late - 1996 Greatest Hits Version,Mark Chesnutt,compilation,1996-01-01,1990,47,0.512,0.909,9,-7.505,1,0.0504,0.0,0.0681,0.791,172.975,163560,4
299,6IItFqIHg6jHleKOYI7Aas,I Feel Lucky,Mary Chapin Carpenter,compilation,1990,1990,48,0.77,0.707,6,-9.356,0,0.0402,0.000192,0.134,0.883,120.069,265667,4
300,4h1oxHwo7BD2Yjv4g6WQ42,I See It Now,Tracy Lawrence,album,1994-09-09,1990,45,0.567,0.436,5,-9.138,1,0.0242,0.0,0.217,0.305,91.821,214733,3
301,4DkA3DNGcEAh5SztzpTxPh,Anymore,Travis Tritt,compilation,1995,1990,46,0.533,0.365,11,-9.407,1,0.0253,1.36e-06,0.104,0.289,148.215,227600,4
302,2GpBrAoCwt48fxjgjlzMd4,"Hotel California - Live On MTV, 1994",Eagles,album,1994-11-08,1990,61,0.55,0.49,2,-10.732,1,0.0572,9.96e-05,0.917,0.609,74.656,432040,4
303,6JUdCr7ZEBwmefleEpq6We,Adalida,George Strait,album,1994-01-01,1990,47,0.564,0.843,11,-8.634,1,0.0412,0.0,0.21,0.965,149.132,216400,4
304,1zJRHhb8yN2LyVfNhmlhH0,It Wasn't God Who Made Honky Tonk Angels,Kitty Wells,album,1991-02-05,1990,50,0.624,0.191,9,-11.072,1,0.0301,0.0,0.358,0.726,137.276,153867,4
305,2VPnnOGXmejtKqxGY4jg66,Daddy's Hands,Holly Dunn,compilation,1991-07-19,1990,48,0.551,0.269,2,-9.782,1,0.028,0.0,0.103,0.476,76.511,209467,4
306,6xAF3xYDK915NEvC6WNbj9,Don't Be Stupid (You Know I Love You),Shania Twain,album,1997-11-04,1990,51,0.773,0.641,2,-6.742,1,0.0318,0.0,0.548,0.903,122.025,214240,4
307,4Y8EyXnq5CLR8A7EHXxx7L,Where Your Road Leads,Garth Brooks,album,1998-01-01,1990,49,0.463,0.361,0,-8.282,1,0.0308,0.0,0.0961,0.335,134.563,206867,4
308,0sEwjr0w8m1VocRGpadSwW,The Everclear Song,Roger Creager,album,1998-08-28,1990,45,0.691,0.446,7,-11.01,1,0.0316,0.0,0.138,0.532,115.035,246160,4
309,0MMdmhfFXpflLBJKq4cdYA,"Tall, Tall Trees",Alan Jackson,compilation,1995-10-16,1990,48,0.676,0.815,7,-6.192,1,0.037,0.0,0.132,0.965,145.969,147640,4
310,01RVupyBFNuALcAFZjL4FY,My Baby Loves Me,Martina McBride,album,1993-09-12,1990,46,0.719,0.757,11,-5.32,1,0.0332,0.0,0.113,0.817,124.716,154960,4
311,0Kwu1D6HJc8KCLjTGCB22w,Ain't That Lonely Yet,Dwight Yoakam,album,1993-03-12,1990,47,0.603,0.738,5,-5.131,1,0.026,2.31e-06,0.27,0.493,106.923,200533,4
312,0BM8wPzuihqUE561Poj2b7,I Got Mexico,Eddy Raven,compilation,1997-03-04,1990,45,0.82,0.529,6,-10.08,0,0.0385,0.0,0.09,0.853,112.114,146467,4
313,4c13gErxlMG5Spfx4OrzHO,Something to Be Proud Of,Montgomery Gentry,compilation,1999,1990,45,0.645,0.708,0,-6.456,1,0.0372,1.33e-05,0.125,0.547,97.514,255480,4
314,1vYf97tjbKVPXHK4oQPU0T,The Bluest Eyes In Texas,Restless Heart,compilation,1998-05-01,1990,45,0.641,0.561,10,-9.09,1,0.0273,0.0,0.0758,0.512,113.932,285560,4
315,6ZrmBFB5pi8JADPB4E0DgM,Thank God For You,Sawyer Brown,album,1993-08-10,1990,46,0.804,0.78,5,-6.461,1,0.0296,0.0,0.103,0.96,116.005,198693,4
316,63vUX4fixN873tbuAfUbaH,Lovin' in My Baby's Eyes,Taj Mahal,album,1996-02-26,1990,52,0.599,0.546,10,-8.866,1,0.0328,1.91e-06,0.104,0.493,85.321,160360,4
317,3GgpNSCZrgp8O4al5gwdRu,"One Boy, One Girl",Collin Raye,album,1995-08-22,1990,48,0.607,0.483,0,-7.294,1,0.0257,0.0,0.0978,0.252,114.353,244000,4
318,53AfG8mkV8B0MzfymQmIvj,Prop Me Up Beside The Jukebox (If I Die),Joe Diffie,compilation,1998-06-09,1990,45,0.617,0.697,9,-6.59,1,0.028,0.0,0.233,0.622,140.515,226667,4
319,5MTsZG10E0hTvAkdioyPnw,Feels Like Rain (feat. Bonnie Raitt),Buddy Guy,album,1993-03-01,1990,55,0.572,0.348,0,-13.454,1,0.0294,0.000721,0.235,0.34,73.304,275267,4
320,7e4jSwxQw6w4qHc9WmAh7c,Okie From Muskogee,Merle Haggard,album,1996-01-01,1990,48,0.59,0.394,2,-13.337,1,0.0321,2.51e-05,0.328,0.717,139.936,164107,4
321,3KikW7dhYZkY1eGXkIKOmG,Who's That Man,Toby Keith,album,1994-09-17,1990,45,0.81,0.601,2,-8.03,1,0.0378,0.0,0.296,0.546,123.423,295973,4
322,0MPKiPO83oR1XoLWLMb7bD,One Night At A Time,George Strait,album,1997-01-01,1990,45,0.696,0.482,4,-11.811,1,0.0258,0.0023,0.0651,0.513,113.001,230933,4
323,5PCBKeKNT9DAmsE7alon1M,Gold,John Stewart,album,1995-01-01,1990,49,0.692,0.598,9,-7.893,0,0.0373,1.19e-06,0.0926,0.519,124.043,244133,4
324,3rDYYPicaQbT2rcpdfqQF9,Single White Female,Chely Wright,album,1999-01-01,1990,47,0.543,0.658,6,-8.091,1,0.0298,1.01e-06,0.0512,0.874,178.075,197880,4
325,4XuxLpj5ziK89yuhDjcBnN,Don't Take Her She's All I Got,Tracy Byrd,album,1996-01-01,1990,45,0.634,0.685,10,-8.001,1,0.0253,2.06e-05,0.0809,0.946,131.223,208747,4
326,2bgsFbiStgVqxOtQ4UK3Uf,Move It On Over,George Thorogood & The Destroyers,album,1992-01-01,1990,51,0.434,0.938,7,-7.924,1,0.0533,0.0118,0.11,0.717,147.472,258800,4
327,40XW3d74CGOrWPcNpJDeUi,Love Can Build A Bridge,The Judds,album,1990-09-11,1990,47,0.568,0.0985,11,-15.643,1,0.0322,1.18e-06,0.0917,0.194,132.77,321373,4
328,3byhGb1jyYOj8uNhA1UXoO,Stranger In My House,Ronnie Milsap,album,1996-09-17,1990,45,0.654,0.621,7,-8.608,1,0.027,0.000435,0.167,0.626,111.901,253360,4
329,6kqXaZrIDOmA177KL9LHHf,Queen Bee,Taj Mahal,album,1997-06-16,1990,50,0.635,0.454,0,-9.457,0,0.0393,4.02e-05,0.0816,0.531,79.097,280080,4
330,1V2AVM79zzwU01jNFahRwP,Every Once In a While,BlackHawk,album,1994,1990,45,0.754,0.684,4,-10.377,1,0.0291,5.3e-05,0.107,0.775,116.955,220467,4
331,6iKWr2XH1DyT7TQzDZlvzd,Boot Scootin' Boogie,Brooks & Dunn,album,1991-08-13,1990,45,0.667,0.776,11,-7.292,0,0.0356,3.59e-06,0.355,0.899,130.669,197640,4
332,0JyuEt2VTlBvGMBrM1XJ5x,"Turn It On, Turn It Up, Turn Me Loose",Dwight Yoakam,album,1990,1990,47,0.576,0.627,4,-9.294,1,0.0353,0.00231,0.0931,0.92,181.199,203240,4
333,0lNLXEMPtGhEpbgwQfo0c1,I'm No Stranger to the Rain,Keith Whitley,compilation,1990-08-07,1990,45,0.671,0.44,4,-11.15,1,0.0235,0.131,0.111,0.489,88.115,216067,4
334,1ak2K9SpHCjnDbxmNFxr6P,"Poor, Poor Pitiful Me",Terri Clark,album,1996-01-01,1990,46,0.744,0.699,1,-6.744,1,0.0265,0.0,0.0543,0.741,126.211,190267,4
335,6KFGzQWTcemjtFgjN9yCBf,Where Corn Don't Grow,Travis Tritt,album,1996-08-27,1990,46,0.564,0.612,4,-9.383,1,0.0264,0.00244,0.147,0.477,98.301,208867,4
336,2iCJEYdoYbCxFoUg8759nm,Except for Monday,Lorrie Morgan,album,1991-04-09,1990,46,0.658,0.6,7,-11.984,1,0.0326,3.52e-06,0.0637,0.886,170.114,176040,4
337,21gRGP5LdIgto8sznRZ7xz,Teen Angst (What The World Needs Now),Cracker,album,1992-01-01,1990,48,0.398,0.947,7,-8.738,1,0.0479,1.81e-06,0.295,0.563,157.032,254400,4
338,2v7qe4TkWOM0upTIDcSnd3,Smuggler's Blues,Glenn Frey,compilation,1995-01-01,1990,50,0.638,0.72,5,-6.846,1,0.0275,0.000817,0.132,0.824,123.689,230267,4
339,5mcWdITson4DJcYtH5xo0f,One More Day,Diamond Rio,compilation,1991,1990,45,0.667,0.349,4,-9.844,1,0.0288,0.0,0.123,0.244,131.117,216040,4
340,5ucNGmVbZo3ZdUe1gpTgbF,Without You,The Chicks,album,1999-08-27,1990,47,0.626,0.424,2,-8.952,1,0.0253,1.26e-05,0.134,0.173,91.812,210533,4
341,0AbYscoIblUGiNqn2Iw6fq,She Got the Goldmine (I Got the Shaft),Jerry Reed,album,1995,1990,45,0.77,0.689,9,-14.337,1,0.312,0.0,0.231,0.805,110.866,196173,4
342,2WkSUeVkWmm40L01bbYDry,Love a Little Stronger,Diamond Rio,album,1994-07-19,1990,44,0.641,0.518,9,-8.849,1,0.0343,0.0,0.325,0.618,76.523,221267,4
343,52iyhfd6jgU2wYB8QIYs6t,Windfall - 2015 Remaster,Son Volt,album,1995,1990,48,0.389,0.586,9,-8.211,1,0.0313,1.85e-06,0.0959,0.526,133.637,179520,4
344,4LSolq1CjLOVnya9zb0pU1,How Your Love Makes Me Feel,Diamond Rio,compilation,1997-07-14,1990,45,0.612,0.787,0,-8.119,1,0.0313,0.0,0.065,0.577,140.907,245400,4
345,44YTMbU3aqvE7q09rjyUb3,(This Ain't) No Thinkin' Thing,Trace Adkins,album,1996-01-01,1990,45,0.644,0.748,9,-6.303,0,0.0253,0.000114,0.112,0.554,116.083,242267,4
346,20dt11ZTAtjsfcNJLP9u30,Time To Move On,Tom Petty,album,1994-10-21,1990,49,0.613,0.716,2,-9.365,1,0.0261,0.000381,0.105,0.507,112.588,195333,4
347,6DqzLbXkxRUbvFyzWApTXM,Past The Point Of Rescue,Hal Ketchum,album,1991-04-29,1990,50,0.44,0.765,3,-5.973,1,0.0287,4.73e-05,0.349,0.792,184.257,267467,4
348,5rUqENE7bmNffBbZDhVBty,Car Wheels On A Gravel Road,Lucinda Williams,album,1998-01-01,1990,47,0.633,0.553,11,-6.983,1,0.0257,0.0,0.0817,0.643,98.87,284560,4
349,4Xa5nCpSEWdvjhFXm9We1q,Mas Tequila,Sammy Hagar,album,1999-01-01,1990,49,0.504,0.904,0,-4.896,1,0.137,0.00285,0.952,0.451,130.954,251333,4
350,2wDNPdxYne20hok4QqmGZi,Tell Me I Was Dreaming,Travis Tritt,compilation,1995,1990,45,0.457,0.352,5,-9.524,1,0.0247,0.000205,0.0681,0.208,71.479,292600,4
351,1W8EyUzQPkVyGtAkCg1HqS,The Heart Won't Lie,Reba McEntire,album,1992-01-01,1990,45,0.533,0.342,1,-10.514,1,0.0269,0.0,0.108,0.224,134.902,200733,4
352,3ceG4WXZiaWQ7tRrBQMs6U,(Hey Baby) Que Paso,Texas Tornados,album,1990,1990,46,0.813,0.74,2,-6.829,1,0.0906,2.97e-06,0.0455,0.924,115.405,178893,4
353,3FN7JMZaaQ9lSzIaan0YZ1,I Don't Want To Miss A Thing,Mark Chesnutt,album,1999-01-01,1990,46,0.496,0.47,10,-10.415,1,0.0333,0.0,0.134,0.151,122.094,246227,4
354,5fTwUw09NNgCIOkEKu3bGB,I Love,Tom T. Hall,album,1995-09-01,1990,47,0.531,0.198,4,-17.377,1,0.0286,0.0383,0.175,0.582,91.929,126667,4
355,4dS7TYCTGKyhs9ZDt8iPcT,The Song Remembers When,Trisha Yearwood,album,1993-01-01,1990,49,0.536,0.317,5,-8.878,1,0.0281,4.59e-05,0.104,0.232,79.559,234333,4
356,2Nj2RTsHJsBKZaCuKQqcg8,I Think I'll Just Stay Here And Drink,Merle Haggard,album,1996-01-01,1990,45,0.609,0.681,9,-11.491,1,0.0394,0.0495,0.0422,0.895,172.609,271667,4
357,5mRBBpUjXN3jHFT5GYNrrk,Tennessee Stud,Johnny Cash,album,1994-01-01,1990,51,0.596,0.145,4,-16.797,1,0.0487,0.00127,0.687,0.643,80.03,174627,4
358,2Qqby4S52keCDukyq5EcBZ,26 (Cents Sign),The Wilkinsons,album,1998-07-31,1990,45,0.641,0.462,11,-7.99,1,0.0265,0.0,0.159,0.317,101.067,231400,4
359,1WstbqWEOzi3FgZeQPDClQ,Fred Bear,Ted Nugent,album,1995-05-02,1990,49,0.421,0.867,9,-7.266,0,0.0764,0.00196,0.0267,0.438,158.505,462107,4
360,4WThTuQ9hOeJWolUtHwkQy,Move It On Over,Hank Williams,album,1998-09-22,1990,48,0.736,0.415,4,-9.803,1,0.0394,7.09e-05,0.125,0.904,83.334,163427,4
361,4f2K09ZZra4gK8Cyuf6yW6,Live Forever,Billy Joe Shaver,album,1993-09-09,1990,45,0.651,0.444,7,-15.658,1,0.033,7.87e-05,0.318,0.895,104.99,169134,4
362,6yOHjz9NgndSgPzJFrwB4F,I Don't Need Your Rockin' Chair,George Jones,album,1992-01-01,1990,45,0.684,0.544,7,-11.69,1,0.0239,0.0,0.388,0.734,93.934,209893,4
363,5dMJFsGH8e1XfPOAUyfZGS,True,George Strait,album,1998-01-01,1990,44,0.59,0.669,7,-4.975,1,0.0268,0.000151,0.143,0.4,115.341,214000,4
364,2iNWbCFroEzA8u0lwEvnBH,Little Green Apples - Single Version,Roger Miller,album,1995-12-22,1990,48,0.519,0.131,0,-21.288,1,0.0501,0.0591,0.139,0.496,103.183,159827,4
365,1CsMuJeMzRqNgS7G0fo1Gv,How to Fight Loneliness,Wilco,album,1999-03-08,1990,54,0.692,0.378,11,-12.671,0,0.0308,0.11,0.134,0.4,123.658,232027,4
366,2PU9BQnRNnarDJVaRF8Hg1,What Kind Of Fool Do You Think I Am,Lee Roy Parnell,album,1992-02-18,1990,44,0.691,0.632,7,-10.227,1,0.0293,5.4e-05,0.117,0.783,112.485,216573,4
367,7rVp7JknHf1lmd7ay6n0RR,Your Love Amazes Me,John Berry,album,1993-01-01,1990,46,0.589,0.382,10,-12.332,1,0.0249,1.23e-06,0.116,0.218,75.497,233907,4
368,44gq8zKiyisjDCKRfcuk3N,Our Town,Iris DeMent,album,1992,1990,49,0.714,0.268,11,-7.546,1,0.0329,5.05e-06,0.246,0.332,116.339,300933,4
369,4VBC10x8gSghWkdJQ6Ygwl,Stars Of The Midnight Range,Johnny Bond,album,1997-01-15,1990,48,0.448,0.202,3,-11.353,1,0.0275,0.056,0.132,0.352,107.967,173000,4
370,5I7a2zThNmOtlbwrRlcN88,Piece of My Heart,Faith Hill,album,1993-01-01,1990,46,0.597,0.702,3,-8.38,1,0.0348,1.58e-06,0.503,0.847,164.916,241280,4
371,7hq8ntGVskliIPeoP99nA2,"I'm Bad, I'm Nationwide",ZZ Top,compilation,1992-04-13,1990,49,0.429,0.627,7,-9.581,0,0.0389,0.00031,0.13,0.912,205.642,286493,4
372,5zXIaG5IdLd0XhIQnucrdP,From Here to Eternity,Michael Peterson,album,1997-07-03,1990,44,0.533,0.42,7,-8.117,1,0.0237,0.0,0.123,0.313,76.105,216107,4
373,61EQfJXizp4MIpLYWyLoQI,When She Cries,Restless Heart,compilation,1998-05-01,1990,56,0.666,0.521,9,-10.993,1,0.0292,0.0,0.0604,0.361,105.223,222187,4
374,0kxEMIpNL0GmIMKkTJ7vw0,Come On Over,Shania Twain,album,1997-11-04,1990,49,0.635,0.852,11,-6.463,1,0.0516,0.0,0.309,0.966,76.498,174027,4
375,1wMpYYtuCFD379T4OOHqKy,Big Ole Brew,Mel McDaniel,compilation,1998-10-06,1990,44,0.637,0.537,4,-12.905,1,0.0275,0.00284,0.3,0.717,96.421,167093,4
376,4LFAZqC3a5GKlostZzNvK1,Kick a Little,Little Texas,album,1994-09-16,1990,44,0.603,0.86,4,-6.82,1,0.0332,4.1e-06,0.463,0.947,140.769,222893,4
377,3wKfQaOgFxZ0qhXjo4iqlI,Some Gave All,Billy Ray Cyrus,album,1992,1990,45,0.631,0.296,7,-13.961,1,0.0317,5.21e-06,0.0695,0.256,121.612,245307,4
378,5OTk9YnNIzgK5xZjEI1CJj,Feed Jake,Pirates Of The Mississippi,album,1990-06-18,1990,43,0.375,0.243,4,-17.187,1,0.0341,0.0,0.123,0.421,201.712,241867,4
379,5aUoUiLkJ0aUhNZtF2RdQK,Sin Wagon,The Chicks,album,1999-08-27,1990,45,0.598,0.936,10,-6.313,1,0.0354,0.0178,0.219,0.898,144.059,217693,4
380,6AeFuwycMVxiRjHNiRcXAb,You Don't Even Know Who I Am,Patty Loveless,album,1994-08-23,1990,44,0.317,0.199,1,-12.597,1,0.0385,2.14e-05,0.0745,0.12,206.364,245173,3
381,5wsa5z6Vfq0gjaC32X4hAG,I Tell It Like It Used To Be,T. Graham Brown,album,1995-05-02,1990,45,0.73,0.49,2,-10.613,1,0.0369,0.0,0.0219,0.564,88.944,180867,4
382,2Ci2clS4mQqtWl8B85tikj,I Saw The Light,Wynonna,album,1992-03-31,1990,45,0.667,0.825,11,-6.621,1,0.0485,1.86e-05,0.24,0.749,151.544,235600,4
383,3G31yJvbYhQIpz1HBXXwvZ,Highway Patrol,Junior Brown,album,1993-08-24,1990,47,0.638,0.874,9,-9.395,1,0.0388,0.00168,0.344,0.956,151.917,155493,4
384,1G9gU04EmL6WSFoOopZPFu,Two Sparrows In A Hurricane,Tanya Tucker,album,1996-01-01,1990,44,0.692,0.253,10,-13.684,1,0.0289,3.01e-06,0.102,0.22,104.123,249733,4
385,0f9h8awV1X4jSllHXXYdfX,Sharp Dressed Man,ZZ Top,compilation,1992-04-13,1990,54,0.653,0.766,0,-8.078,1,0.0261,0.00206,0.103,0.396,125.113,251947,4
386,0UwNjqs1Wq1VNOkriRaRyS,Who's Cheatin' Who,Alan Jackson,album,1996-09-30,1990,45,0.655,0.896,7,-6.565,1,0.0288,4.66e-05,0.146,0.968,133.262,241533,4
