,track_id,track_name,artist,album_type,release_date,decade,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
914,637H6WFOu2z7neejRnY2kf,Drivin' Nails In My Coffin - Single Version,Ernest Tubb,album,2006-06-06,2000,46,0.677,0.405,0,-11.368,1,0.0302,0.706,0,0.297,0.706,112.262,173093,4
915,7uODrkf1XnlIGMyUSCLbLU,Don't Misunderstand Me,Rossington Collins Band,compilation,2003-01-01,2000,44,0.604,0.552,0,-9.458,1,0.0343,0.22,0.0262,0.139,0.757,124.917,236200,4
916,77sRgw6CNXgfE9kHqX5L2S,As Good As I Once Was,Toby Keith,album,2008-01-01,2000,44,0.679,0.879,5,-3.71,1,0.041,0.341,0,0.157,0.656,118.994,227893,4
917,4MgGdPmbySSVLUPBxzQ7mx,Keep Your Hands to Yourself,The Georgia Satellites,single,2007-04-24,2000,48,0.577,0.807,2,-9.281,1,0.0449,0.00233,0.000257,0.0755,0.891,114.921,205000,4
918,6yXbhtXMMujv7ZcV1UxCuD,Hot Mama,Trace Adkins,album,2003-01-01,2000,43,0.559,0.84,7,-3.997,1,0.0321,0.0101,0.0017,0.333,0.77,105.943,200600,4
919,7whM5VFdH5ddvNYO7HIfvs,In a Little While,Uncle Kracker,album,2002-07-09,2000,45,0.596,0.935,2,-2.412,1,0.0741,0.127,0,0.294,0.912,205.984,249760,4
920,1BGeARBsKpOjeNACiu6ZSZ,What I Almost Was,Eric Church,album,2006-01-01,2000,43,0.546,0.863,10,-6.812,1,0.0458,0.0117,0,0.269,0.596,112.074,201120,4
921,5XWVY04LDfqWtZHRhAGgCO,Do You Hear What I Hear,Martina McBride,album,2007-10-02,2000,43,0.449,0.315,5,-12.023,1,0.0262,0.761,0,0.105,0.0858,81.023,238000,4
922,16D1W4BryVlcLI4JcTRFkU,The Long Way Around,The Chicks,album,2006-05-23,2000,47,0.599,0.87,0,-3.377,1,0.0367,0.427,1.11e-05,0.15,0.249,128.454,272900,4
923,2hbrah0o7ppR1HeQkDvLhj,Is Anybody Goin' to San Antone,Charley Pride,album,2006-05-08,2000,48,0.711,0.407,2,-11.142,1,0.0325,0.553,0,0.171,0.875,116.626,133400,4
924,3IgVL48zXa2S46PkTr1UNl,Made In Japan - 2006 Remastered Version,Buck Owens,compilation,2006-08-01,2000,45,0.645,0.479,5,-8.773,1,0.029,0.422,0.00632,0.147,0.853,130.215,161547,4
925,4P5RL9KIqfA1q8xT0oLzHN,El Cerrito Place,Charlie Robison,album,2004-09-21,2000,43,0.603,0.34,2,-7.742,1,0.0276,0.277,0,0.087,0.246,129.995,341200,4
926,4Ur1ZbhQrFkZYga42ECziU,"Hark, The Herald Angels Sing",George Strait,album,2006-01-01,2000,44,0.566,0.364,4,-10.38,1,0.0266,0.64,0,0.102,0.506,130.071,151040,4
927,6t3kFbEn7N6th4BwY642r5,Carried Away - Edit,George Strait,album,2004-01-01,2000,42,0.572,0.441,8,-8.846,1,0.027,0.672,0.000649,0.127,0.291,136.711,178027,4
928,2aYLDRT1RyTgYgDo1b0Kzt,Comal County Blue,Jason Boland & The Stragglers,album,2008-08-26,2000,43,0.596,0.447,4,-11.055,1,0.0267,0.656,0.00264,0.103,0.538,133.931,241973,4
929,5fWVKsU47k2uNyI8USfchs,Rough And Ready - Single Edit,Trace Adkins,album,2003-01-01,2000,44,0.682,0.899,2,-6.245,1,0.0391,0.0242,0.00617,0.373,0.708,116.963,188707,4
930,2QFvnhSKxlJXAKlz5JaWJx,White Christmas,Alan Jackson,album,2002-10-22,2000,44,0.47,0.228,10,-13.235,1,0.0253,0.788,0.000963,0.145,0.312,92.136,199853,4
931,2eBwymbzVNIEdV1O20vQ7u,Check Yes Or No,George Strait,album,2004-01-01,2000,45,0.715,0.592,5,-10.225,1,0.0306,0.0747,4.7e-06,0.0899,0.691,111.449,190173,4
932,7zywdG4ysfC5XNBzjQAo2o,If You Ever Stop Loving Me,Montgomery Gentry,album,2004-05-18,2000,43,0.443,0.885,7,-6.172,1,0.0414,0.123,3.09e-05,0.28,0.536,185.034,202760,4
933,3OYH2OCLzjGm9kyyTHB2ZX,Jacksonville Skyline,Whiskeytown,album,2001-05-22,2000,46,0.585,0.213,11,-13.667,1,0.0442,0.608,8.89e-06,0.106,0.321,142.627,180960,3
934,0eg0nRL9dLBaT0X43keMBc,I See A Darkness,Johnny Cash,album,2000-01-01,2000,43,0.454,0.409,10,-8.019,1,0.0323,0.763,7.26e-06,0.0834,0.268,140.383,221600,4
935,7hIikyIX0Ooo09fuZVXtyj,Two Pink Lines,Eric Church,album,2006-01-01,2000,43,0.587,0.909,5,-5.871,1,0.0429,0.0265,0,0.131,0.855,122.068,208427,4
936,6vikZR6OvVmDSSgfiQVQgm,Young,Kenny Chesney,compilation,2009-05-19,2000,43,0.673,0.818,9,-6.182,1,0.0354,0.0249,0,0.292,0.638,125.753,235707,4
937,3DdipKfPNLKUjYG6Jw0zIW,Me and You,Kenny Chesney,compilation,2000-09-25,2000,43,0.601,0.365,7,-9.205,1,0.0261,0.262,7.18e-05,0.246,0.234,71.95,219067,4
938,72MSivvHmzBcpSvcHRyf9b,Back At One,Mark Wills,album,2000-01-01,2000,44,0.627,0.451,11,-9.462,1,0.0275,0.174,0,0.0634,0.291,129.872,246493,4
939,1GOv1mNsZ9nmNjnB9nCWLW,I Love To Tell The Story,Alan Jackson,album,2006,2000,45,0.34,0.278,5,-10.768,1,0.0291,0.817,0,0.133,0.196,169.948,173320,4
940,3ggmtswnS5czhEAGDsm6D8,Keg in the Closet,Kenny Chesney,album,2004-02-02,2000,42,0.654,0.901,1,-6.401,1,0.0477,0.00446,4.68e-06,0.057,0.73,138.879,212427,4
941,7sVbJ2y0YFRtimZpxp1elp,Christmas In Dixie,Kenny Chesney,album,2003-10-04,2000,43,0.591,0.392,1,-10.314,1,0.0261,0.264,5.63e-05,0.0793,0.306,85.89,218027,3
942,6teK395xJoARA0vVYXEfH5,Time Off For Bad Behavior,David Allan Coe,album,2003-04-08,2000,43,0.349,0.576,10,-8.383,1,0.115,0.287,0,0.656,0.644,167.621,158600,4
943,2QpZ2WwBtAIyM85HD7X87l,Whenever We're Alone,Brantley Gilbert,album,2009-01-01,2000,42,0.534,0.133,5,-12.697,1,0.0447,0.858,0,0.105,0.234,127.983,258147,4
944,5jQPaMjSWpFOMx8BVUOtpM,You Got The Silver,Susan Tedeschi,album,2005-01-01,2000,50,0.422,0.462,4,-7.406,1,0.0509,0.677,0.00139,0.175,0.54,93.81,171600,4
945,1jXwAcva0xhC09Vc1hf4pF,You'll Never Leave Harlan Alive,Brad Paisley,album,2001-05-29,2000,45,0.544,0.301,2,-11.091,0,0.0352,0.468,0,0.127,0.226,73.322,304400,4
946,2dXLLtSIYyPvLNDBl8zWGN,"Will The Circle Be Unbroken (Glory, Glory)",Nitty Gritty Dirt Band,album,2002-01-01,2000,46,0.39,0.297,7,-11.993,1,0.0296,0.469,0,0.104,0.429,150.348,279707,4
947,1kuf58pPX4pLciPhLhIlfT,Hard 2 Love,Haystak,album,2008-08-26,2000,45,0.794,0.694,0,-6.224,1,0.169,0.0665,0,0.232,0.758,85.021,304947,4
